Model Name,Vendor,Type,Column 11,Link,Description,Founder,Year,Recording notes,Artists,Clone Notes
H949,Eventide,Multi Effects,Multi Effects,H949 Harmonizer," 3 octaves of pitch change, Delay, Flanger and Time Reversal. First de-glitched pitch shifter. Introduced MicroPitch which used a proprietary single sideband modulation technique for precise control ofr small pitch shifts. ",,1977,Jimmy Page,,
Instant Flanger,Eventide,Modulation,Modulation,FL201 Instant Flanger,BBD based tape flanger w/ time delay circuit ,,1976,,,
Instant Phaser,Eventide,Modulation,Modulation,PS101 Instant Phaser,"Phaser created by a series of 8, FET-based, carefully tuned analog all-pass filters",,1971,,,
MicroPitch Delay,Eventide,"Delay, Modulation, Pitch Tools, Stomp, Spatial Processing","Delay, Modulation, Pitch Tools, Spatial Processing, Stomp",MicroPitch Delay,(Effect comes from H910/H949/H3000 Harmonizers) Dual pitch-shifted delay w/ fine resolution de-tuning and modulation. ,,,,,
Omnipressor,Eventide,Dynamics,Dynamics,Omnipressor,"dynamic reversal, gate, expansion, limiting",,1972,,,
Orville,Eventide,Multi Effects,Multi Effects,Orville,"programmable, multichannel, multipurpose, dual DSP, 24-bit digital audio signal processor w/ UltraShifter",,,,,
PitchFactor,Eventide,"Delay, Pitch Tools, Modulation, Spatial Processing","Delay, Modulation, Pitch Tools, Spatial Processing",PitchFactor,,,,,,
SP2016,Eventide,Multi Effects,Multi Effects,SP2016 Signal Processor,,,,,,
Space,Eventide,"Delay, Reverb, Stomp","Delay, Reverb, Stomp",Space,Pedal with 12 Reverb and Delay combination effects,,,,,
660 Compressor,Fairchild,Dynamics,Dynamics,Fairchild 660,single channel tube compressor w/ SC LPF,Rein Narma,1959,,,
670 Limiting Amplifier,Fairchild,Dynamics,Dynamics,Fairchild 670,mastering dual channel stereo tube  compressor/limiter w/ SC LPF. 2 compressors / 4 modes of operations,Rein Narma,1960,“Holy Grail of compressors” because it imparts a sound that adds something special to any kind of track,,
CMI IIx,Fairlight,Synth / Samplers,Synth / Samplers,Fairlight CMI,CMI = Computer Musical Instrument. 8-bit digital sampler w/ Page R music sequencer,,1982," launched hip hop, techno, house] Most common presets were ""ORCH 5"" (orchestra hit) and ""ARR 1"" (breathy vox) ",Peter Gabriel's 4,
Fame Studios,"Fame Studios (Muscle Shoals, AL)",Studio,Studio,FAME Studios,,,,,,
Crescendo A,Fane,Amp & Cab,Amp & Cab,,"12"" high power (100-200W). Known for use in 70's WEM Cabinets (David Gilmour) and Hiwatt cabs (122326/122315)",,1970s,"massive headroom, high-mid punch",David Gilmour,
Purple Back,Fane,Amp & Cab,Amp & Cab,,50-100W early-mid 70's Heavy Duty ceramic speaker. Commonly used in Hiwatt cabs / combos,,1970s,"warmer, balanced midrange. ""broken-in"" ",,
Combo Deluxe Compact,Farfiso,Keyboard,Keyboard,Farfiso Combo Deluxe Compact, Italian electric organ. ,,"(60s, 70s)","Bright, reedy [rock,pop, psychedelic]",,
F228,Fazioli,Keyboard,Keyboard,F228,Semi-concert grand piano,,,,,
F278,Fazioli,Keyboard,Keyboard,,9.5' concert grand piano. Made from same wood (red spruce forest) where Antonio Stradivari sourced the wood for his rare violins. Considered by many jazz and classical players to be finest piano in the world. ,Fazilo Pianoforti,,"Rich, powerful sound well suited for solo + orchestral performance. Known for responsive action and wide dynamic range. Very popular choice for concert halls and recording studios.","Herbie Hancock, Lang Lang, Yuja Wang, Daniil Trifonov. ",
Superbass 250W 1x15,FBT,Amp & Cab,Amp & Cab,,"Vintage solid-state bass amplifier. 250W, 1x15 inch speaker. ",,,chunky tonky sound. ,,
50 Super Amp,Fender,Amp & Cab,Amp & Cab,,,,,,,
53 Bassman,Fender,Amp & Cab,Amp & Cab,,"(Tweed Era [Vintage]: lacquered tweed look; raw, mid-forward, earlier breakup, simpler tone stacks.) 1x15 Default Driver: Jensen P15N",,,,,
53 Tweed Deluxe,Fender,Amp & Cab,Amp & Cab,,"(Tweed Era [Vintage]: lacquered tweed look; raw, mid-forward, earlier breakup, simpler tone stacks.)1x12 Default Driver: Jensen P12R",,,,,
55 Tweed Deluxe,Fender,Amp & Cab,Amp & Cab,,"(Tweed Era [Vintage]: lacquered tweed look; raw, mid-forward, earlier breakup, simpler tone stacks.)

5E3 deluxe circuit(transistorless, 5 tubes --> 12AX7 + 12AY7 preamp, 2 x 6V6GT power tubes, 5Y3GT rectifier) known for warmth, touch sensitivity, fuzzy distorton
- 3 speaker options 
-- [ JP12 - Jensen 25W P12R (sparkly top, thick bottom, less mids -- country, blues, rock'n'roll)]
-- [ JB120 - JBL 120W D-120F (upper peak. glassy, airy, snappy]
-- [ GB 25 - classic Celestion 25W Greenback (warm, thick bottom, buttery midrange, velvety treble useful for pushing distortion) -- rock ]
Stayed popular into 60s, 70s, 80s. ",Leo Fender,1955,,,
57 Bandmaster,Fender,Amp & Cab,Amp & Cab,,"(Tweed Era [Vintage]: 5E3 Circuit; lacquered tweed look; raw, mid-forward, earlier breakup, simpler tone stacks.) 3x10 Default Driver: Jensen P10R",,,,,
57 Champ,Fender,Amp & Cab,Amp & Cab,,"(Tweed Era [Vintage]: 5E3 Circuit; llacquered tweed look; raw, mid-forward, earlier breakup, simpler tone stacks.) 5F1",,,,,
57 Custom Champ,Fender,Amp & Cab,Amp & Cab,57 Custom Champ,"(Tweed Era [Custom = reissue / tweed-inspired w/ modern reliability choices]: 5E3 Circuit; lacquered tweed look; raw, mid-forward, earlier breakup, simpler tone stacks.) 1x8 Jensen C8R",,,,,
57 Custom Deluxe,Fender,Amp & Cab,Amp & Cab,57 Custom Deluxe,"(Tweed Era [Custom = reissue / tweed-inspired w/ modern reliability choices]: 5E3 Circuit; lacquered tweed look; raw, mid-forward, earlier breakup, simpler tone stacks.)1x12 Default Driver: Jensen P12Q",,,,,
57 Custom Pro-Amp,Fender,Amp & Cab,Amp & Cab,,"(Tweed Era [Custom = reissue / tweed-inspired w/ modern reliability choices]: 5E5A Circuit; lacquered tweed look; raw, mid-forward, earlier breakup, simpler tone stacks.)1x15 Default Driver: Jensen P15N",,,,,
57 Custom Twin-Amp,Fender,Amp & Cab,Amp & Cab,57 Custom Twin-Amp,"(Tweed Era [Custom = reissue / tweed-inspired w/ modern reliability choices]: 5E3 Circuit; lacquered tweed look; raw, mid-forward, earlier breakup, simpler tone stacks.) 2x12 Default Driver: Jensen P12Q",,,,,
57 Deluxe,Fender,Amp & Cab,Amp & Cab,,"(Tweed Era [Vintage]: 5E3 Circuit; llacquered tweed look; raw, mid-forward, earlier breakup, simpler tone stacks.) 1x12 Default Driver: Jensen P12R",,,,,
59 Bassman ,Fender,Amp & Cab,Amp & Cab,,"(Tweed Era [Vintage]: (5F6-A) Circuit; plain tweed look; raw, mid-forward, earlier breakup, simpler tone stacks.)  iconic Fender Bassman 4x10. Default Driver: Jensen P10R",,,,,
59 Bassman LTD,Fender,Amp & Cab,Amp & Cab,59 Bassman LTD,"(Tweed Era [Vintage]: (5F6-A) Circuit; llacquered tweed look; raw, mid-forward, earlier breakup, simpler tone stacks.) 4x10 Default Driver: Celestion G10 Vintage",,,,,
5C3 Tweed Deluxe,Fender,Amp & Cab,Amp & Cab,5C3 Tweed Deluxe,1x12 Default Driver: Jensen P12R,,,,,
62 Bassman ,Fender,Amp & Cab,Amp & Cab,,"(Brownface / Blonde: Brown tolex, tighter, punchier, less raw than tweed).  6G6-A / 6G6-B circuit.",,,,,
63 Tube Reverb,Fender,Reverb,Reverb,,"(Blackface: Black control panel; cleaner headroom, scooped mids; AB763-family voicing)",,,,,
64 Custom Deluxe Reverb,Fender,Amp & Cab,Amp & Cab,64 Custom Deluxe Reverb,"(Blackface [Custom = reissue / Blackface base w/ modern tweaks - often speakers / feel]: Black control panel; cleaner headroom, scooped mids; AB763-family voicing). (Has highly sought after optical tremolo circuit) Hand Wired. 1x12 Default Driver: Celestion G12V-70 (V-Type)",,,,Jimi Hendrix is known for using the optical tremolo circuit,
64 Custom Princeton Reverb,Fender,Amp & Cab,Amp & Cab,64 Custom Princeton Reverb,"(Blackface [Custom = reissue / Blackface base w/ modern tweaks - often speakers / feel]: Black control panel; cleaner headroom, scooped mids; AB763-family voicing) 1x10 Default Driver: Jensen C10R",,,,,
64 Custom Vibroverb,Fender,Amp & Cab,Amp & Cab,,"(Blackface [Custom = reissue / Blackface base w/ modern tweaks - often speakers / feel]: Black control panel; cleaner headroom, scooped mids; AB763-family voicing)",,,,,
65 Deluxe Reverb,Fender,Amp & Cab,Amp & Cab,Fender '65 Deluxe Reverb,"(Blackface: Black control panel; cleaner headroom, scooped mids; AB763-family voicing) 1x12 Default Driver: Oxford 12K5-6 (Vintage) ",,1965,,D-TEX Stevie Ray Vaughan,
65 Princeton,Fender,Amp & Cab,Amp & Cab,,"(Blackface: Black control panel; cleaner headroom, scooped mids; AB763-family voicing) 1x10 Default Driver: Jensen C10R",,,,,
65 Princeton Reverb,Fender,Amp & Cab,Amp & Cab,65 Princeton Reverb,"(Blackface: Black control panel; cleaner headroom, scooped mids; AB763-family voicing) 1x10 Default Driver: Jensen C10R",,,,,
65 Super Reverb,Fender,Amp & Cab,Amp & Cab,65 Super Reverb,"(Blackface: Black control panel; cleaner headroom, scooped mids; AB763-family voicing) 4x10 Default Driver: Jensen C10R",,,,,
65 Twin Reverb,Fender,Amp & Cab,Amp & Cab,65 TwinReverb,"(Blackface: Black control panel; cleaner headroom, scooped mids; AB763-family voicing)  2x12 Default Driver: Jensen C12N",,,"Clean, crisp, clear & warm, thick, puchy. Country. Dirty / Bluesy. Funky Rhythms, Mellow Electric Piano chords. Notoriously warm sound w/ massive bass + shimmery treble. ",,
65 Vibrolux Reverb,Fender,Amp & Cab,Amp & Cab,,"(Blackface: Black control panel; cleaner headroom, scooped mids; AB763-family voicing)  2x10 Combo 35W. Default Driver: Jensen C10Q.  sits in between Deluxe Reverb and Super Reverb",,,,,
65 Vibrolux Reverb,Fender,Amp & Cab,Amp & Cab,,,,,,,
66 Bassman,Fender,Amp & Cab,Amp & Cab,,"(Blackface: Black control panel; cleaner headroom, scooped mids; AB763-family voicing)  AB165 circuit",,,,,
68 Custom Deluxe Reverb,Fender,Amp & Cab,Amp & Cab,68 Custom Deluxe Reverb,"(Silverface inspired [custom] / player-mod inspired; silverface cosmetics; warmer, looser feel; often reduced negative feedback/ Bassman-style tone stacks] 1x12 Default Driver: Celestion G12V-70 (V-Type)",,,,,
68 Custom Princeton Reverb,Fender,Amp & Cab,Amp & Cab,,"(Silverface inspired [custom] / player-mod inspired; silverface cosmetics; warmer, looser feel; often reduced negative feedback/ Bassman-style tone stacks] 1x10 Default Driver: Celestion Ten 30",,,,,
68 Custom Pro Reverb,Fender,Amp & Cab,Amp & Cab,68 Custom Pro Reverb,"(Silverface inspired [custom] / player-mod inspired; silverface cosmetics; warmer, looser feel; often reduced negative feedback/ Bassman-style tone stacks] 1x12 Default Driver: Celestion G12V-70 (V-Type)",,,,,
68 Custom Vibro Champ Reverb,Fender,Amp & Cab,Amp & Cab,68 Custom Vibro Champ Reverb,"(Silverface inspired [custom] / player-mod inspired; silverface cosmetics; warmer, looser feel; often reduced negative feedback/ Bassman-style tone stacks] 1x10 Default Driver: Celestion Ten 30",,,,,
68 Twin Reverb,Fender,Amp & Cab,Amp & Cab,68 Twin Reverb,"(Early Silverface: silverface cosmetics; warmer, looser feel; often reduced negative feedback/ Bassman-style tone stacks]2x12 Default Driver: CTS 12",,,,,
68 Vibrolux Reverb,Fender,Amp & Cab,Amp & Cab,,"(Early Silverface: silverface cosmetics; warmer, looser feel; often reduced negative feedback/ Bassman-style tone stacks]2x12 Default Driver: CTS 12",,,,,
6G15 Reverb Unit,Fender,Reverb,Reverb,6G15 Reverb Unit,Fender's first spring reverb (later brought to Vibraverb amps in 1963),,1961,,,
810 PRO,Fender,Amp & Cab,Amp & Cab,,8x10 ceramic bass enclosure. Default Driver: Eminence Special Design (OEM Fender),,,Ampeg-like punch,,
Bassman 100 ,Fender,Amp & Cab,Amp & Cab,,"""Silverface""",,,,,
Bassman 115,Fender,Amp & Cab,Amp & Cab,,"1x15"" Bass Speaker Cab. ",,,,,
Bassman 215,Fender,Amp & Cab,Amp & Cab,,"2x15"" SIlverface Bassman cabinet",,,,,
Blender,Fender,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",,"legendary, high-gain silicon fuzz pedal, known for its unique octave-up, ""wall of noise"" sound, favored by artists like . Featuring Volume, Sustain, Tone, and Blend controls",,1969-77,"produces intense distortion and sustained, harmonic-rich tones suitable for shoegaze and alternative rock. ","Kevin Shields (My Bloody Valentine),  Billy Corgan",
Blues Deluxe,Fender,Amp & Cab,Amp & Cab,Blues Deluxe Reissue,1x 12 Default Driver: Eminence Special Design (OEM Fender),,,,,
Brownface Vibrolux,Fender,Amp & Cab,Amp & Cab,,1x12 6G11 30W (6L6) amp,,1961-63,,,
Champion 600,Fender,Amp & Cab,Amp & Cab,,1x6 Default Driver: Specially designed speaker for Fender,,,,,
CTS,Fender,Amp & Cab,Amp & Cab,,"10"" custom alnico speaker from Chicago Telephone Supply",,,"tighter bass, slightly darker, smoother breakup when compared to Jensen C10Q",,
Cyber-Twin SE,Fender,Amp & Cab,Amp & Cab,,"2x12 130W tube-preamp combo amp. featuring extensive, programmable digital effects, including a specialized, warm, and wobbling tape echo simulation. This second-edition model offers 250 presets, motorized knobs, and unique effect combinations like Octaver + Tape Echo",,,,,
Dual Showman,Fender,Amp & Cab,Amp & Cab,,"2x15 JBL D130F ""Dripman""",,,,"Dick Dale, Stevie Ray Vaughan, Dick Dale",
E Model Rhodes,Fender,Keyboard,Keyboard,E Model Rhodes,Specific 1971 Fender Suitcase Rhodes piano owned by Leeds Instrumental Rentals in North Hollywood during the 70's - 80s. It was modded / tuned by Eddy Reynolds,Eddy Reynolds,1971,,"Al Jarreau, Donald Fagen (Steely Dan) ",
EVH 5150 III 100W (6L6),Fender,Amp & Cab,Amp & Cab,5150 III 100W (6L6),,,,,,
EVH 5150 III 4x12,Fender,Amp & Cab,Amp & Cab,EVH 5150 III 4x12,Closed back straight 4x12 Default Driver: Celestion G12 EVH,,,,,
EVH 5150 III 50W (6L6),Fender,Amp & Cab,Amp & Cab,EVH 5150III 50W (6L6),,,,,,
EVH 5150 IIIs 100W (EL34),Fender,Amp & Cab,Amp & Cab,5150 IIIs 100W EL34,,,,,,
Fuzz Wah,Fender,"Modulation, Stomp, Harmonic Coloration","Harmonic Coloration, Modulation, Stomp",,Vintage 70s-inspired ,,,gritty overdrive fuzz (rather than heavy distortion) w/ vocal sounding wah,,
FVP-1 Volume Pedal,Fender,"Dynamics, Stomp","Dynamics, Stomp",,,,,,,
FWP-1 Wah Pedal,Fender,"Modulation, Stomp","Modulation, Stomp",FWP-1 Wah Pedal,,,,,,
FX-1 / FX-2,Fender,Pitch Tools,Pitch Tools,,Digit,,,,,
Hammertone Chorus,Fender,"Modulation, Stomp","Modulation, Stomp",Hammertone Chorus,Analog-style chorus w/ Triangle-wave LFO,,,"Bright, defined swirl. Little more ""movement"" than a smooth CE-style chorus. Classic 80s clean tone shimmer. ",,
Hammertone Flanger,Fender,"Modulation, Stomp","Modulation, Stomp",Hammertone Flanger,,,,,,
Harvard,Fender,Amp & Cab,Amp & Cab,Harvard,5F10 (1955-61) ,,,,,
Hot Rod Deluxe,Fender,Amp & Cab,Amp & Cab,Hot Rod Deluxe IV,1x12 Default Driver: Eminence Special Design (OEM Fender),,,,,
Hot Rod Deville 212,Fender,Amp & Cab,Amp & Cab,Hot Rod Deville 212 IV,2x12 Default Driver: Eminence Special Design (OEM Fender),,,,,
Hot Rod Deville 410,Fender,Amp & Cab,Amp & Cab,,4x10 Default Driver: Eminence Special Design (OEM Fender),,,,,
Jaco Pastorius Jazz Bass,Fender,Bass,Bass,Jaco Pastorius Jazz Bass," (Derived from 1962 Fender Jazz Bass, Bass of Doom). ",,,,,
Jaco Pastorius Relic Fretless Jazz Bass,Fender,Bass,Bass,,,,,,,
Jazz Bass,Fender,Bass,Bass,Jazz Bass,4 Strings,,,,,
Johnny English Masterbuild Jazz Bass,Fender,Bass,Bass,,,,,,,
Marcus Miller Jazz Bass,Fender,Bass,Bass,,,,,,,
Mark Hoppus Jazz Bass,Fender,Bass,Bass,,,,,,,
MH-412SL Metalhead,Fender,Amp & Cab,Amp & Cab,MH-412SL Metalhead,4x12 slanted cab designed for  Fender MH-500 Metalhead Amp; G12K-100,,,,,
MH-500 Metalhead,Fender,Amp & Cab,Amp & Cab,,,,,,,
Mini '65 Twin-Amp,Fender,Amp & Cab,Amp & Cab,Mini '65 Twin-Amp,,,,,,
Phaser,Fender,"Modulation, Stomp","Modulation, Stomp",,4-stage phaser circuit; entirely analog modeled Phaser recreates the sound of one of the best known classics of the past. ,,1970s,,,
Precision Bass,Fender,Bass,Bass,Precision Bass,4 Strings,,,,,
Pro Junior,Fender,Amp & Cab,Amp & Cab, Pro Junior IV,1x10 Default Driver: Eminence Special Design (OEM Fender),,,,,
Rhodes Mark I Stage 73,Fender,Keyboard,Keyboard,Fender Rhodes Mark I,73-key electric piano,,1969-74,"(warm, classic tones) ",,
Rhodes Mark I Suitcase 88,Fender,Keyboard,Keyboard,Fender Rhodes Mark I,88-key electric piano,,1972-75,,,
Rhodes Piano Bass,Fender,Keyboard,Keyboard,,"Built after Pre-Piano, but before Electric Piano. Last device built before CBS purchased Fender and Rhodes in 1962",Harold Rhodes,pre-1962,,"Doors (Light My Fire, Riders on the Storm)",
